"County","City","State","Postal Code","Model Year","Make","Model","Electric Vehicle Type","Clean Alternative Fuel Vehicle (CAFV) Eligibility","Electric Range","Base MSRP","Legislative District","DOL Vehicle ID","Vehicle Location","Electric Utility","2020 Census Tract"
"Clark","Vancouver","WA","98664","2026","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","49","285037882","POINT (-122.59219 45.62158)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)","53011043100"
"Thurston","Lacey","WA","98516","2026","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","22","284073548","POINT (-122.78158 47.05335)","PUGET SOUND ENERGY INC","53067012225"
"Clark","Vancouver","WA","98684","2022","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","17","219478143","POINT (-122.48723 45.63701)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)","53011041319"
"Clark","Vancouver","WA","98682","2026","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","17","282013665","POINT (-122.55149 45.69345)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)","53011041312"
"King","Seattle","WA","98199","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","36","238657100","POINT (-122.40092 47.65908)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033005700"
"Clark","Battle Ground","WA","98604","2025","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","18","282026111","POINT (-122.5331 45.78092)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)","53011040414"
"King","Mercer Island","WA","98040","2024","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","41","273475268","POINT (-122.21238 47.57816)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033024301"
"King","Renton","WA","98056","2026","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","41","282661753","POINT (-122.2044 47.52136)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033025304"
"Snohomish","Bothell","WA","98021","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","1","262078799","POINT (-122.18384 47.8031)","PUGET SOUND ENERGY INC","53061051937"
"King","Bellevue","WA","98006","2022","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","41","219109418","POINT (-122.12096 47.55584)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033024901"
"King","Bellevue","WA","98006","2022","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","41","208648926","POINT (-122.12096 47.55584)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033024905"
"Pierce","Lake Tapps","WA","98391","2026","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","31","284296918","POINT (-122.17144 47.19175)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53053070314"
"Clark","Vancouver","WA","98685","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","18","244903627","POINT (-122.70303 45.70954)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)","53011040907"
"King","Bellevue","WA","98004","2022","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","48","207207094","POINT (-122.1872 47.61001)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033023805"
"King","Newcastle","WA","98059","2022","TESLA","MODEL S","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","41","218562844","POINT (-122.16335 47.53505)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033025005"
"King","Seattle","WA","98105","2023","TESLA","MODEL S","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","46","240744269","POINT (-122.31307 47.66127)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033004101"
"Spokane","Spokane","WA","99202","2024","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","3","273531709","POINT (-117.3797 47.65548)","MODERN ELECTRIC WATER COMPANY","53063002502"
"Pierce","Tacoma","WA","98407","2025","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","27","277847958","POINT (-122.51134 47.29238)","BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY","53053060300"
"Snohomish","Lake Stevens","WA","98258","2024","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","44","261924904","POINT (-122.06402 48.01497)","PUGET SOUND ENERGY INC","53061052505"
"King","Sammamish","WA","98074","2024","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","45","263067584","POINT (-122.02054 47.60326)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032316"
"King","Bellevue","WA","98006","2025","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","41","281969747","POINT (-122.12096 47.55584)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033024800"
"Pierce","Gig Harbor","WA","98335","2023","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","26","228222242","POINT (-122.58009 47.328)","BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY","53053072406"
"Mason","Shelton","WA","98584","2022","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","35","182835964","POINT (-123.10565 47.21248)","BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PUD NO 3 OF MASON COUNTY","53045960500"
"King","Duvall","WA","98019","2022","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","5","272636941","POINT (-121.98609 47.74068)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032401"
"Spokane","Airway Heights","WA","99001","2024","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","6","273217605","POINT (-117.59311 47.6443)","BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY","53063010401"
"King","Bellevue","WA","98006","2022","TESLA","MODEL X","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","41","219167651","POINT (-122.12096 47.55584)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033024800"
"King","Seattle","WA","98116","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","34","260410762","POINT (-122.41067 47.57894)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033009600"
"King","Woodinville","WA","98072","2024","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","45","271779868","POINT (-122.15545 47.75448)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033021802"
"King","Bellevue","WA","98005","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","48","258064551","POINT (-122.1621 47.64441)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033023601"
"Snohomish","Bothell","WA","98021","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","1","228743910","POINT (-122.18384 47.8031)","PUGET SOUND ENERGY INC","53061051937"
"King","Bellevue","WA","98006","2026","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","41","282687128","POINT (-122.12096 47.55584)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033025008"
"King","Seattle","WA","98122","2023","TESLA","MODEL X","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","37","271076970","POINT (-122.31009 47.60803)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033008800"
"King","Seattle","WA","98177","2022","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","32","276180467","POINT (-122.36498 47.72238)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033000403"
"King","Bellevue","WA","98006","2023","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","41","281473545","POINT (-122.12096 47.55584)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033024902"
"Snohomish","Mill Creek","WA","98012","2025","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","44","277283093","POINT (-122.21061 47.83448)","PUGET SOUND ENERGY INC","53061052005"
"King","Kirkland","WA","98034","2025","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","45","277521877","POINT (-122.22901 47.72201)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033022006"
"King","Bellevue","WA","98008","2023","TESLA","MODEL X","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","48","240670909","POINT (-122.11867 47.63131)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033023403"
"King","Bellevue","WA","98004","2022","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","41","220913017","POINT (-122.1872 47.61001)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033024002"
"King","Seattle","WA","98101","2025","TESLA","CYBERTRUCK","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","43","283429317","POINT (-122.34223 47.61085)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033008101"
"King","Kirkland","WA","98034","2024","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","45","265750950","POINT (-122.22901 47.72201)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033021904"
"King","Seattle","WA","98118","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","37","227481810","POINT (-122.2668 47.55115)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033010102"
"Pierce","Tacoma","WA","98422","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","27","261282388","POINT (-122.39471 47.28159)","BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY","53053940008"
"Snohomish","Edmonds","WA","98026","2022","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","21","198359213","POINT (-122.31768 47.87166)","PUGET SOUND ENERGY INC","53061042003"
"King","Fall City","WA","98024","2025","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","5","272975524","POINT (-121.89086 47.56812)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032601"
"King","Sammamish","WA","98074","2024","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","45","281681025","POINT (-122.02054 47.60326)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033032318"
"Snohomish","Bothell","WA","98012","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","44","252573107","POINT (-122.21061 47.83448)","PUGET SOUND ENERGY INC","53061052010"
"King","Auburn","WA","98002","2022","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","30","212313272","POINT (-122.22347 47.30762)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033030700"
"Kitsap","Bainbridge Island","WA","98110","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","23","236586171","POINT (-122.521 47.62732)","PUGET SOUND ENERGY INC","53035091001"
"King","Kirkland","WA","98034","2023","TESLA","MODEL X","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","1","240956285","POINT (-122.22901 47.72201)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033022203"
"King","Bellevue","WA","98005","2022","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","41","212312306","POINT (-122.1621 47.64441)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033023500"
"Cowlitz","Kalama","WA","98625","2022","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","20","189973143","POINT (-122.84226 46.00813)","BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF COWLITZ COUNTY","53015001503"
"King","Redmond","WA","98052","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","48","244698345","POINT (-122.13158 47.67858)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033022902"
"King","Kent","WA","98042","2023","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","47","258940650","POINT (-122.09124 47.33778)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033031704"
"Snohomish","Lynnwood","WA","98087","2025","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","21","275701093","POINT (-122.27981 47.85727)","PUGET SOUND ENERGY INC","53061051804"
"Pierce","Puyallup","WA","98374","2025","TESLA","CYBERTRUCK","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","25","283410550","POINT (-122.27575 47.13959)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53053071209"
"Benton","Richland","WA","99352","2022","TESLA","MODEL 3","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","8","270131844","POINT (-119.27372 46.27391)","BONNEVILLE POWER ADMINISTRATION||CITY OF RICHLAND - (WA)","53005010819"
"Jefferson","Quilcene","WA","98376","2024","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","24","267423215","POINT (-122.8775 47.82642)","BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY","53031950202"
"King","Bellevue","WA","98006","2022","TESLA","MODEL X","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","41","285032142","POINT (-122.12096 47.55584)","PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)","53033024901"
"Snohomish","Everett","WA","98203","2025","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","38","275426959","POINT (-122.23019 47.94949)","PUGET SOUND ENERGY INC","53061041400"
"King","Seattle","WA","98105","2025","TESLA","MODEL Y","Battery Electric Vehicle (BEV)","Eligibility unknown as battery range has not been researched","0","0","43","272439198","POINT (-122.31307 47.66127)","CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)","53033005305"
